2.9669 0.00179482
3.7824 0.00179482
3.20368 0.00179482
3.10288 0.00179482
2.98811 0.00179482
3.7824 0.808126
3.7824 1.52318
3.7824 0.582236
3.7824 0.00179482
3.7824 0.169131
3.7824 0.00179482
3.7824 0.264357
3.45846 0.0661499
3.7824 0.735967
3.7824 0.38713
3.7824 0.202431
3.7824 0.494012
2.57203 0.419048
3.35377 1.54929
3.61872 0.750194
3.34603 0.0596991
3.50877 0.882108
2.2541 1.46776
3.7824 0.233387
3.7824 0.115472
3.16967 0.00179482
2.90733 1.58782
3.25011 1.21382
2.47745 0.00179482
3.11882 0.765809
2.50907 0.292877
3.35508 1.0849
3.32778 0.513467
2.83106 0.00179482
3.06246 0.454364
3.21802 0.675456
3.03402 0.47652
3.32938 0.0736771
3.51184 0.283544
3.30451 0.187076
3.47705 0.544272
3.51521 0.0921091
3.47079 0.212378
2.84498 0.00179482
2.96856 0.233021
3.10824 0.722949
3.14519 0.519927
3.58618 0.00179482
3.36953 0.379396
2.43334 0.207329
3.7824 0.00179482
3.7824 0.00179482
3.7824 1.02993
3.7824 0.00179482
3.20366 0.00179482
3.51549 0.00179482
3.20614 0.663367
3.17924 0.151567
3.27153 0.00179482
3.7824 1.11131
3.61973 0.00179482
2.99932 0.00179482
3.7824 1.0427
3.7824 0.00179482
3.7824 0.320025
3.52121 1.55267
3.7824 0.483277
3.7824 1.28831
3.7824 0.633013
3.7824 1.49519
3.7824 1.47065
3.7824 1.29841
3.7824 1.52379
3.7824 1.52536
3.7824 1.26031
3.7824 0.274375
3.7824 1.03099
3.7824 0.899924
3.7824 1.13337
3.7824 0.993559
3.7824 0.152939
3.7824 1.483
3.7824 1.27673
3.7824 0.736869
3.7824 0.720852
3.26628 0.753195
3.7824 1.16142
3.23405 0.550451
2.36038 0.344097
3.46638 1.20487
3.59013 0.142537
3.05524 0.429577
2.95697 0.00179482
3.6148 0.748356
3.7824 0.624608
3.7824 0.285499
3.27398 0.144647
3.37053 0.349415
2.89452 0.176786
3.01103 0.892278
3.53199 0.00179482
3.7824 0.00179482
2.66565 0.00179482
3.7824 1.08751
3.7824 0.00179482
3.7824 0.142137
3.7824 0.00179482
3.7824 1.08235
1.71853 0.00179482
3.7824 0.250839
3.05696 0.00179482
3.7824 0.35486
2.15045 0.00179482
3.45885 0.327716
3.7824 0.00179482
3.7824 0.00179482
3.27603 1.51862
3.25134 1.51845
3.7824 0.191788
3.40632 0.00179482
3.21377 1.34768
3.3453 1.624
3.47176 1.61225
2.69943 1.44741
3.7824 0.940876
2.93561 0.53719
3.44544 1.41572
3.61357 1.50524
3.18698 0.436287
3.40656 1.4829
3.40328 1.75544
3.4209 0.883289
2.98421 0.717487
2.82306 0.314631
3.7824 1.40061
3.34123 0.553194
2.58061 0.364178
3.20492 0.109914
2.59859 0.395881
3.47951 0.301116
3.2234 0.0195544
3.56389 0.249602
3.23303 0.381251
3.56954 0.538035
3.66197 0.882543
3.464 0.236387
3.29902 0.851083
3.60602 0.299432
3.7824 0.731502
3.7824 0.281559
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 1.07712
3.7824 0.00179482
3.7824 1.39922
3.7824 0.00179482
3.7824 0.486153
3.7824 0.212636
3.7824 1.14245
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.37393 1.15936
3.7824 0.125893
3.7824 1.4897
3.7824 0.694118
3.7824 0.42005
3.7824 0.340224
3.7824 0.33571
3.7824 0.354206
3.7824 0.494986
3.7824 0.701158
3.7824 0.860072
3.15389 1.61167
3.47278 1.36835
3.59451 1.21015
3.5107 1.20523
3.47385 0.889956
3.38575 1.32875
3.34436 1.17368
3.35073 1.02613
3.57352 0.792977
3.21344 1.22335
3.51438 1.21425
3.06116 1.04255
3.4376 0.548237
3.7824 0.804033
3.10807 0.870815
3.7824 0.607171
2.91049 0.723815
3.7824 0.491998
3.39719 0.00179482
3.62719 0.224333
3.7824 0.220014
3.394 0.469978
3.01073 0.379649
3.12201 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 1.25103
3.7824 0.00179482
3.7824 1.33602
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.740696
3.7824 0.00179482
3.7824 0.215597
3.7824 0.00179482
3.46984 0.734269
3.7824 0.00179482
3.56367 1.33153
3.38653 1.68197
3.7824 1.49293
3.53236 1.45544
3.7824 1.63062
3.7824 0.846321
3.7824 1.22848
3.7824 1.28226
3.76513 1.77394
3.7824 1.11201
3.7824 0.187965
3.7824 0.480658
3.7824 1.0834
3.7824 0.691418
3.7824 0.187863
3.7824 0.511853
3.7824 0.745296
3.7824 0.326741
3.7824 0.371792
3.7824 0.82949
3.7824 0.898979
3.7824 1.31531
3.7824 0.39284
3.7824 0.245947
3.7824 0.822981
3.7824 0.430033
3.7824 0.299592
3.7824 0.670156
3.7824 0.44621
2.82346 0.62615
3.7824 0.396731
3.45696 0.559358
3.51705 0.294007
3.7824 0.682728
3.7824 0.622823
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 1.04433
3.7824 0.00179482
3.7824 1.45214
3.7824 0.395311
3.7824 1.57945
3.7824 1.36685
3.7824 0.688138
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.43731 0.981578
3.7824 1.6878
3.7824 1.39955
3.77992 1.6832
3.7824 1.23806
3.7824 1.47981
3.7824 1.26699
3.7824 0.777448
3.7824 1.52311
3.7824 1.49647
3.7824 1.12932
3.7824 0.261574
3.7824 0.38941
3.7824 0.965978
3.7824 0.894618
3.7824 0.326977
3.7824 0.925328
3.7824 1.06491
3.7824 0.453451
3.7824 1.03497
3.7824 0.839817
3.7824 0.682872
3.7824 0.0737285
3.7824 0.723754
3.62232 0.883471
3.7824 0.891214
3.58209 0.161716
3.7824 0.820673
3.7824 0.480069
3.19986 0.0704083
3.7824 0.624835
3.7824 0.401263
3.35644 0.487299
3.63387 0.56882
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.0709274
3.78031 1.66231
3.7824 0.00179482
3.7824 1.12443
3.7824 0.152264
3.7824 0.366221
3.7824 0.00179482
3.7824 0.136587
3.78088 1.77298
3.7824 0.00179482
3.7824 0.00179482
3.7824 1.42736
3.3697 1.14186
3.77886 1.71021
3.7715 1.68418
3.7824 1.50973
3.7824 1.58642
3.7824 1.51083
3.7824 0.130459
3.7824 0.970166
3.7824 0.890776
3.7824 1.20918
3.7824 1.48498
3.7824 0.662778
3.7824 0.00179482
3.7824 1.16661
3.7824 0.360977
3.7824 0.971329
3.7824 0.462112
3.7824 0.176392
3.7824 0.189093
3.7824 0.500417
3.7824 0.629749
3.7824 0.965786
3.7824 0.506481
3.7824 0.505725
3.7824 0.796508
3.7824 0.612381
3.7824 0.375709
3.7824 0.962223
3.7824 0.809856
3.7824 0.530074
3.7824 0.692408
3.10682 0.197329
3.7824 0.646596
3.54361 0.475288
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.733565
3.7824 0.00179482
3.76919 1.72561
3.7824 0.418582
3.77027 1.74357
3.7824 1.1943
3.7824 0.525867
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 1.36468
3.77534 1.6905
3.7824 1.6375
3.7824 1.23561
3.7824 1.30006
3.7824 1.35877
3.7824 0.376008
3.7824 0.994668
3.7824 0.901521
3.7824 0.301813
3.7824 1.24586
3.7824 0.909242
3.7824 1.18241
3.7824 1.31174
3.75726 1.78531
3.7824 1.13028
3.7824 0.983334
3.7824 1.1531
3.7824 1.37325
3.7824 1.09181
3.7824 0.615656
3.7824 0.438018
3.7824 0.242447
3.7824 0.155032
3.7824 0.317751
3.7824 0.660167
3.62741 0.882158
3.7824 0.646975
3.7824 0.4946
3.23672 0.100091
3.7824 0.59109
3.7824 0.607934
3.2477 0.459101
3.07617 0.359364
2.63179 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 1.10283
3.7824 0.00179482
3.7824 0.168535
3.7824 0.00179482
3.7824 0.842993
3.7824 0.00179482
3.7824 1.08881
3.7824 0.00179482
3.7824 0.0860449
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 1.42486
3.78239 1.63472
3.7824 1.50593
3.78233 1.70921
3.7824 1.38748
3.78141 1.7817
3.7824 1.26435
3.7824 1.09173
3.7824 1.3729
3.78238 1.72816
3.7824 0.207042
3.7824 0.903424
3.7824 0.914091
3.7824 0.921535
3.7824 0.644633
3.7824 0.710084
3.7824 0.471944
3.7824 0.549362
3.7824 0.645947
3.7824 0.760861
3.7824 0.719111
3.7824 0.283935
3.7824 1.11047
3.7824 0.942698
3.7824 0.407016
3.7824 0.53138
3.7824 0.183832
3.7824 0.241544
3.7824 0.412089
3.21492 0.473723
3.7824 0.0687658
3.43223 0.356229
3.20978 0.568986
3.7824 0.760217
3.7824 0.75617
3.48611 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.7824 1.38436
3.7824 0.00179482
3.7824 0.993469
3.7824 0.00179482
3.7824 0.7667
3.7824 0.169088
3.7824 0.22637
3.7824 0.473568
3.7824 0.00179482
3.7824 0.00179482
3.7824 0.00179482
3.78085 1.75123
3.7824 1.6437
3.7824 1.45609
3.7824 1.40411
3.7824 0.301147
3.7824 0.120764
3.7824 0.413285
3.7824 1.20392
3.7824 0.166738
3.7824 0.0939545
3.7824 0.19783
3.7824 0.664423
3.7824 0.477013
3.7824 0.325265
3.48627 1.30902
2.32752 0.104407
2.54992 1.28668
3.015 0.00179482
3.64538 1.20489
2.8676 0.116452
3.37601 0.293163
3.37199 0.0131808
3.49202 1.46783
3.52389 0.170576
3.7824 1.58518
3.7824 0.83869
3.7824 0.19483
3.65216 0.683727
3.7824 0.429598
3.14896 0.00179482
2.88649 0.359083
3.7824 1.03228
3.60447 0.115209
3.09173 0.149553
2.46035 0.00179482
3.7824 0.00179482
3.09973 0.00179482
3.7824 1.22538
3.7824 0.00179482
3.7824 0.98724
3.34142 0.00179482
3.7824 0.39239
2.67036 0.00179482
3.7824 0.00179482
2.92081 0.00179482
3.7824 0.196289
2.84967 0.00179482
3.7824 0.133645
2.81785 0.00179482
3.26739 0.00179482
3.02402 0.00179482
3.7824 0.00179482
3.7824 0.00179482
1.74423 0.00179482
2.46352 0.755568
3.7824 0.45812
2.77629 1.2102
3.36269 0.840714
2.49713 0.702729
2.96068 1.37835
3.12109 0.688052
2.92764 1.19706
3.7824 0.241513
3.56559 0.702229
3.33939 0.00179482
3.4983 1.00481
3.7824 0.613107
3.4198 0.871333
3.15219 0.118488
3.5792 0.85513
3.26884 0.156159
3.25722 0.00179482
